page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,下部組織,主義・主張,交付金データの年,人数,人数データの年,代表者,代表者の地位職業,別名,国,国際組織,後継組織,成立年,成立時の構成組織,所在地,支持団体,政党交付金,政策,機関紙,歴代の元首・首班,派閥・グループ,理念・スローガン,解散年,読み
1181273,立ち上がれフランス,43801,9712,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1182476,自由党 (大韓民国),72318,14797,False,2,62,5,6,0,0,0,10,1,10,3,0,4,3,10,1,1,0,0,0,6,0,0,1,1
1186918,共和国運動,40545,10481,False,1,41,0,6,0,0,0,3,4,4,3,0,0,2,4,1,0,0,8,0,0,2,3,0,1
1187217,左翼急進党,34758,8834,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1187246,アンゴラ民族解放戦線,48608,12330,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1188674,オーストラリア自由党,44470,9977,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1188824,オーストラリア労働党,73319,14187,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1191494,グループ改革,21355,6132,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1192318,社会民主党 (ポルトガル),65222,15585,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1193830,国家連合党,27238,7231,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1194378,ポルトガル共和党,24246,6564,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1196176,東洋社会党,34485,8177,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1196221,東洋自由党,37159,8839,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1196290,大日本協会,23374,6983,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1199598,ブータン共産党マルクス・レーニン・毛沢東主義派,39546,9961,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1200559,労働党 (リトアニア),55962,12859,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1201786,ビール愛好者党,23774,6770,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1203272,リトアニア社会民主党,66225,16024,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1203668,新民党,75283,18192,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1204549,「連帯」選挙行動,33217,9073,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1204618,法と正義,107576,30327,False,1,118,0,20,0,0,0,10,9,12,2,2,0,2,4,0,1,0,33,0,16,1,5,0,1
1204631,自衛 (ポーランド),43528,11326,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1204641,民主左翼連合 (ポーランド),88695,23646,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1204650,ポーランド共和国社会民主党,31100,8029,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1204752,ポーランド農民党,80985,26380,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1205948,民主人民党 (ドイツ),51422,10590,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1207883,ドイツ社会主義帝国党,67204,13605,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1208018,コロラド党 (ウルグアイ),38964,8951,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1208040,国民党 (ウルグアイ),35337,8321,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1208110,拡大戦線 (ウルグアイ),37403,8983,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1211803,左翼民主党 (イタリア),58127,11377,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1211811,民主党 (イタリア),101694,22664,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1212224,緑の党 (フランス),62946,14152,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1212849,プエルトリコ独立党,61234,12327,False,1,49,0,5,0,0,0,4,3,8,5,4,0,2,0,10,0,0,7,0,0,0,0,0,1
1226836,自由の家 (イタリア),38597,8871,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1236490,維新政友会,24767,6682,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1240753,保守連合,37087,8602,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1242253,オーストラリア国民党,40817,9609,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1242649,民族革命運動党,48148,14789,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1247126,中正会,23026,6237,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1248796,民主社会会議,31990,7883,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1249780,ニジェール民主社会主義党,41052,11888,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1251269,オーストラリア緑の党,59557,12327,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1255428,帝国党,20582,6300,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1255780,翼壮議員同志会,24209,7029,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1259899,吏党,23895,7811,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1261198,新正倶楽部,33976,7941,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1262025,包括政党,37344,9860,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1263652,昭和会,34635,9058,False,0,16,0,1,0,1,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,1,1
1264623,ルワンダ愛国戦線,49840,14061,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1266121,紅衛党,22997,6096,False,0,12,0,2,0,0,0,0,0,1,1,0,2,1,3,1,0,0,0,0,0,0,0,1,0
1271415,スリランカ社会主義平等党,55724,10680,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1271429,スリランカ自由党,63845,12766,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1274065,民主ロシア,25427,6818,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1274646,ボリビア共産党,36226,8651,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1277255,立憲革新党,34184,8074,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1280264,皇国青年党,20552,5691,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1281406,自由民主党 (アンゴラ),34075,7749,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1281830,アメリカ・ナチ党,85363,18531,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1282028,ティグレ人民解放戦線,27295,8649,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1284127,民主中道連合,59304,15840,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1284309,大日本生産党,33136,9337,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1284954,欧州自由民主改革党,50805,11751,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1284967,アンドラ自由党,27526,7589,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1285002,オーストリア自由党,120864,40071,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1285004,自由フォーラム,40011,8515,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1285023,自由民主国民党,40004,9115,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1285037,民主66,39321,8726,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1285070,新愛国党,55080,11289,False,1,17,0,5,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,2,0,0,0,1
1285089,北アイルランド同盟党,45758,9448,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1285115,クロアチア社会自由党,42967,8903,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1285155,自由党 (クロアチア),25943,7218,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1288868,ザクセン人民党,21250,6138,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1289188,コロラド党 (パラグアイ),34395,8085,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1289191,真正急進自由党,31191,7324,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1289200,パラグアイ共産党,32463,7956,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1290221,欧州人民党,79406,14263,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1290236,オーストリア未来同盟,46498,10267,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1290292,エストニア改革党,43440,8736,False,1,24,0,4,0,1,1,2,2,2,3,4,0,2,0,1,0,0,0,0,2,0,0,0,0
1290644,フランス国民連合,22926,7384,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1292543,ロシア民主党,27123,7644,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1294172,地域間代議員グループ,30527,9443,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1296035,アメリカ独立党,42096,8929,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1297925,公友倶楽部,22772,6678,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1298126,公正会,25925,7581,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1298688,ビルマ共産党,51376,20287,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1300113,国民自由党 (日本),27594,7834,False,1,18,0,4,0,0,0,0,0,1,1,0,0,2,7,0,0,0,0,0,0,0,0,2,1
1301240,大手倶楽部,20913,5940,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1301314,中国進歩党,21235,6055,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1301424,甲辰倶楽部,20110,5427,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1301648,庚申倶楽部,22656,6089,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1303965,ロシアの統一と合意党,22531,6427,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1304173,ロシア社会正義党,24476,6671,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1305696,茶話会,28705,8539,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1308103,内部マケドニア革命組織・ブルガリア国民運動,41551,10405,False,0,13,0,3,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1308592,内部マケドニア革命組織・人民党,32473,8028,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1311174,地域・生活者起点で日本を洗濯（選択）する国民連合,57581,15273,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1312215,愛国勤労党,20716,5627,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1315915,国民行動党,37971,9494,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1316644,欧州民主連合・南部の人民,41192,9194,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1319986,マツペン,38720,10868,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1320335,市民勢力,25881,7456,False,0,32,0,5,0,1,0,3,3,6,1,0,3,5,0,1,1,0,0,0,0,0,1,2,0
1322559,イタリア共産主義者党,43828,9676,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1323805,ロシア再生党,21050,5950,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1323813,民主的左翼 (イタリア),40179,8754,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1324274,民主連合 (イタリア),39877,8566,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1324475,国民同盟 (イタリア),51547,14475,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1326202,キリスト教民主主義 (イタリア 1942-1994),52596,12480,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1331973,イタリア社会運動,57582,18012,False,1,119,1,21,0,1,1,7,12,32,6,4,6,2,13,1,0,0,4,2,0,2,0,4,0
1332284,欧州規模の政党,89118,16297,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1332627,緑の党 (ロシア),40695,9420,False,0,20,0,2,0,0,0,0,1,6,5,0,2,2,0,1,0,0,0,0,0,0,0,1,0
1334204,国民同盟 (スペイン),76617,23214,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1334205,国民同盟 (日本),37613,8859,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1335444,緑のオルタナティヴ,46485,9477,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1336381,ロシア社会民主党,37655,10019,False,1,34,3,3,0,1,0,3,3,4,2,2,1,2,4,1,0,0,0,0,4,0,0,1,0
1340987,大衆社会党,44796,10432,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1344001,国民中心党,58196,11590,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1345170,創造韓国党,83987,18977,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1346117,韓国未来連合,53249,9631,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1347773,民政党 (韓国),59944,11248,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1349323,国民の党,55060,10251,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1349509,民衆党 (韓国 1965-1967),58879,11197,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1349542,民衆党 (韓国 1990-1992),59375,12826,False,1,38,0,1,0,0,0,1,1,2,2,0,0,1,1,0,6,0,14,0,0,0,6,1,2
1349577,民主国民党 (韓国 1949-1955),57155,10809,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1349738,ハンギョレ民主党,63534,13474,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1350753,新韓党,52665,9803,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1350795,民主国民党 (韓国 2000-2004),62307,11802,False,2,23,0,2,0,0,0,3,1,4,2,0,0,1,0,0,1,0,0,0,4,0,0,3,2
1351224,イスラエル我が家,48316,13459,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1351934,韓国国民党,55879,10733,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1353268,ウクライナ社会党,41769,9304,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1356065,自由の人民 (イタリア),47873,10967,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1356486,正義党,46811,11010,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1356694,緑の連盟 (イタリア),50221,9588,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1356705,価値あるイタリア,44180,9737,False,1,25,0,3,0,0,0,3,2,5,2,2,0,3,0,1,0,0,2,1,0,0,0,0,1
1356879,イタリア急進主義者,42095,9282,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1357026,民主党 (韓国 2008-2011),248511,63263,False,2,133,0,12,0,0,0,12,22,10,2,0,7,2,15,1,1,0,7,0,0,0,38,2,2
1357050,自治運動 (イタリア),37953,8728,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1357117,虹の左翼,39373,8654,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1357908,社会運動・三色の炎,37828,8329,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1357921,右派 (イタリア),38251,8568,False,1,16,0,3,0,0,0,2,2,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1
1358647,アメリカ革命人民同盟,39020,9438,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1359042,先進統一党,106622,25989,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1359234,年金受給者党 (イタリア),37952,8191,False,1,14,0,1,0,0,0,2,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1359253,右派・三色の炎,35250,7947,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1363708,ロシアの愛国者,39475,9062,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1365856,統一国民党 (韓国),55320,10297,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1366636,自由民主党 (韓国),58443,11730,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1368187,ロシア・リバータリアン運動,23987,6285,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1370943,大衆党 (韓国),52062,9122,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1372086,国民共和党 (アメリカ),30045,9512,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1372981,反メイソン党,38845,15288,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1374734,民主統一党,55575,10127,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1376236,人民同盟 (ロシア),28434,7828,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1376451,狩猟、釣り、自然、伝統,35847,8893,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1382967,労働党 (韓国),137483,41550,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1383358,民衆の党,57665,11335,False,1,12,0,1,0,0,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1383381,中道連合 (イタリア),41257,9253,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1385889,民主党 (韓国 1955-1965),78443,16322,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1385905,民主党 (韓国 1990-1991),67380,15230,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1385909,民主党 (韓国 2005-2008),66930,13792,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1386295,スペイン共産党,80151,19796,False,1,94,5,17,0,1,0,3,17,20,7,5,0,3,4,1,0,0,1,3,0,0,6,0,1
1392886,自由民主主義者 (イタリア),34517,7772,False,1,18,0,3,0,0,0,2,2,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1
1396114,民主主義者 (イタリア),25357,6609,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1397223,三曜会,21087,6040,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1401844,国民党 (南アフリカ),38917,10579,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1402073,欧州社会党,133186,33526,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1402905,国民会議党,41590,9331,False,1,20,0,5,0,0,0,2,1,4,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0
1409160,地域党,50227,11817,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1409380,イギリスファシスト連合,50588,19962,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1410624,社会大衆党 (韓国),54961,10510,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1411341,ニュージーランド・ファースト党,43257,11913,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1411371,社会民主党 (日本 1901年),42567,11338,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1411870,欧州左翼党,67493,13059,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1412479,イタリア民主社会主義者,61359,12464,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1413057,日本社会党 (1906年),37657,9105,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1414137,未来希望連帯,89013,17924,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1419515,人民正義党,40241,11052,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1419638,中道主義党,28058,7040,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1419659,タイ団結国家開発党,32556,8162,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1419707,国家貢献党,29928,7668,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1419766,労働者農民党 (1928),34278,10982,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1426443,ウガンダ人民会議,37868,12044,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1429394,アメリカ合衆国社会党,46219,9789,False,1,23,0,3,0,0,0,0,0,6,3,0,0,3,6,1,0,0,0,0,0,0,1,0,0
1438184,スロバキア共産党,52119,13093,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1449092,奄美共産党,70867,20552,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1453025,さわやか新党,31506,8281,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1453114,ドイツ社会主義労働者党,36924,11520,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1455043,韓国社会党,53097,9514,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1456945,紫溟会,21639,6143,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1457909,マデシ人権フォーラム,76615,26073,False,0,84,5,2,0,0,0,3,5,39,2,0,0,1,3,3,0,0,11,0,9,0,0,0,1
1457973,タライ・マデシ民主党,30578,7475,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1459969,ウンマ党 (スーダン),35687,9352,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1460584,緑の党 (三橋派),56305,13206,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1464413,国民民主党ネパール,38733,8997,False,1,22,0,5,0,0,0,3,3,4,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1
1465948,パルメフツ,23537,6700,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1465949,民主共和運動,40671,11329,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1466236,国民新党 (韓国),52561,9742,False,1,12,0,1,0,0,0,1,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2
1473509,市民統一戦線,28828,7412,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1477777,民主党 (韓国 1991-1995),66284,13657,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1477778,民主党 (韓国 1995-1997),61557,12505,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1489606,ネパール共産党,26448,8099,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1489796,日本国民政治連合,25781,7452,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1492518,友愛党,36104,9100,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1504616,平和統一開発党,35469,8357,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1508119,台湾共産党 (2008年),32194,7407,False,1,27,0,3,0,0,0,3,3,2,9,0,0,2,1,3,0,0,0,0,0,0,1,0,0
1511287,ロシア社会民主労働党,40504,15626,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1512708,アタカ国民連合,52623,15765,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1514199,インカタ自由党,33653,8297,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1522335,マヨルカ連合,45275,10175,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1523085,社会党 (韓国),75698,17263,False,2,,,,,,,,,,,,,,,,,,,,,,,,
1523279,スロベニア自由民主党,46457,10167,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1526662,グルジア労働党,23640,6649,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1527764,欧州民主党,54947,11805,False,1,72,34,15,0,0,0,3,2,11,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1
1538219,ネパール共産党マルクス主義派 (1986-1991),26349,7393,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1538326,ネパール共産党マルクス・レーニン主義派,41978,11126,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1540629,人民戦線ネパール,35142,8908,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1546710,ネパール共産党マンモハン派,27452,7219,False,0,11,0,3,0,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1546999,ネパール共産党ユナイテッド派,33932,8078,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1547707,正義開発党,24456,6617,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1548562,新党改革,131945,39039,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1549925,統一党,53282,9963,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1558282,協同党,25337,7052,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1562041,オルターナティヴ・リバタリアン,43383,11913,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1562402,民主同盟,72836,17103,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1568993,新国民党,34373,9216,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1572008,スティク,25077,6625,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1572960,レソト民主会議,35812,8441,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1575985,セルビア民主党 (ボスニア・ヘルツェゴビナ),50695,10918,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1576005,クロアチア民主同盟 (ボスニア・ヘルツェゴビナ),47609,10037,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1579287,改新,23109,7032,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1587284,民主勢力同盟,63783,13591,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1588300,保守政党,52828,11130,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1588323,革新政党,25785,7347,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1601846,戦線 (政党),24801,6782,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1603666,国民復興党,35086,8395,False,0,12,0,1,0,0,0,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1603848,キリスト教保守社会同盟,34605,7968,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1604220,祖国同盟,68134,13678,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1612337,リトアニア・ポーランド人選挙活動＝キリスト教家族連合,66154,14747,False,1,39,0,3,0,1,1,4,3,9,7,0,0,2,4,4,1,0,0,0,0,0,0,0,0
1612359,秩序と正義,60424,13944,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1614465,ヨーロッパ発展のためのブルガリア市民,65399,13821,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1616660,新同盟,44695,9795,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1616775,自由中道同盟,45942,9800,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1617029,勤労人民党,33384,9353,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1617125,リトアニア共和国自由運動,37262,8462,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1619847,コンゴ民主連合,40007,11080,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1624776,右派活動,45903,10368,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1627878,社会民主同盟 (ロシア),30537,8343,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1629672,権利と自由運動,43337,9623,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1630577,ブルガリア社会民主党,43678,9271,False,1,17,0,3,0,0,0,1,1,3,2,4,0,1,0,1,0,0,0,0,0,0,0,0,1
1630731,ブルガリア人民同盟,37138,8405,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1631901,フィアナ・フォイル,43590,9519,False,1,19,0,3,0,0,0,2,1,5,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0
1631943,フィナ・ゲール,51748,12455,False,1,43,0,5,0,0,0,3,9,3,3,3,0,2,6,1,0,0,0,0,7,0,1,0,0
1635643,タイ貢献党,42901,10567,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1636310,バスク民族主義党,72033,22810,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1642604,国民会議 (南アフリカ),34630,7950,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1645785,労働人民進歩党,44872,13709,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1655793,民主統合連合,46396,12288,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1656342,みどりの未来,73835,15850,False,1,53,0,3,0,0,0,4,1,2,2,2,8,2,13,1,0,0,1,1,0,0,10,2,1
1667698,バイエルン民族党,80096,17988,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1668440,独立民主セルビア人党,44560,11156,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1670532,社会民主党 (日本 1951-1952),44564,9115,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1672479,全国民主非政党連盟,36690,7975,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1672521,保衛中華大同盟,31806,7029,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1677393,イタリア人民党 (1919-1926),26634,7102,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1677460,ボツワナ民主党,32211,8830,False,0,,,,,,,,,,,,,,,,,,,,,,,,
1696058,欧州緑の党,99282,26153,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1697133,国家統一党,41253,11210,False,1,,,,,,,,,,,,,,,,,,,,,,,,
1700250,反資本主義新党,63068,16821,False,1,,,,,,,,,,,,,,,,,,,,,,,,
