page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,IATA（空港コード）,ICAO（空港コード）,別名,名前の謂れ,名称由来人物の地位職業名,国,年間利用客数,年間利用者数データの年,年間発着回数,年間発着回数データの年,座標・経度,座標・緯度,所在地,旧称,標高,母都市,滑走路の長さ,滑走路数,総面積,読み,近隣空港,運営者,運用時間,開港年
609960,オークランド国際空港,21267,5899,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
612048,イースタン・アイオワ空港,40617,8450,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
612055,デモイン国際空港,46517,9399,False,1,16,1,1,2,0,0,2,0,0,0,0,2,2,3,0,2,0,1,0,0,0,0,0,0,0
612063,ルイ・アームストロング・ニューオーリンズ国際空港,55367,14449,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
612292,アーカンソー国際空港,35181,7792,False,1,18,1,1,2,0,0,2,0,0,0,0,2,2,2,1,2,0,1,0,0,0,0,1,0,1
612301,サンタモニカ空港,32898,7502,False,1,17,1,1,2,0,0,2,0,0,0,0,2,2,3,0,2,0,1,0,0,1,0,0,0,0
613217,シラキューズ・ハンコック国際空港,61334,14851,False,1,21,1,1,2,0,0,2,0,0,0,0,4,4,2,0,2,0,2,0,0,0,0,1,0,0
613435,ジャクソン・エヴァース国際空港,44702,9136,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
614338,メルボルン国際空港 (フロリダ州),41119,8562,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
615690,深セン宝安国際空港,125264,21141,False,2,33,1,1,6,0,0,3,0,0,0,0,4,4,3,1,2,0,2,0,0,4,0,1,0,1
616874,三亜鳳凰国際空港,48679,9837,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
616876,昆明巫家ハ国際空港,44322,11824,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
616895,重慶江北国際空港,69743,11329,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
616899,廈門高崎国際空港,85063,13232,False,2,25,1,1,3,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,3,0,1,0,1
616903,武漢天河国際空港,109028,29637,False,1,35,1,1,3,0,0,4,1,1,0,0,4,4,4,0,2,0,4,0,0,1,0,3,0,2
617005,青島流亭国際空港,78745,12142,False,2,26,1,1,4,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,3,0,1,0,1
617009,瀋陽桃仙国際空港,82341,12276,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
619054,ドニプロペトロウシク国際空港,50693,10403,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
621618,クリーブランド・ホプキンス国際空港,45552,9787,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
621648,ウドーンターニー国際空港,45831,9833,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
622298,ふくしまスカイパーク,45474,11885,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
623719,阿見飛行場,55020,9686,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
626515,ホムトヴォ空港,50601,11557,False,1,29,1,1,7,0,0,2,0,0,0,0,2,2,6,2,1,1,2,0,0,0,0,1,0,1
626523,エリゾヴォ空港,44857,8862,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
628029,マシュハド国際空港,53135,12074,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
628970,ソフィア空港,54339,15504,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
631491,ニューカッスル空港,48925,13189,False,1,40,1,1,3,0,0,2,0,0,1,1,2,2,4,4,2,1,9,1,1,1,0,4,0,0
631497,マン空港,33830,7420,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
631503,ノーフォーク国際空港,59297,11681,False,1,22,1,1,2,0,0,2,0,0,1,1,2,2,4,0,2,0,2,0,0,1,0,1,0,0
632795,ヴァルナ空港,39683,8174,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
633152,ラルナカ国際空港,48529,10163,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
633350,スローリン・フィールド国際空港,37105,7925,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
634085,リチャード・ロイド・ジョーンズ・ジュニア空港,40232,8443,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
635121,コナクリ国際空港,42513,8943,False,1,23,1,1,5,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,1,0,0,0,0
637540,ビルビル国際空港,47800,9995,False,1,25,1,1,4,1,0,3,1,1,0,0,2,2,3,0,1,0,1,0,0,0,1,2,0,1
637548,モスタル国際空港,40507,8867,False,1,25,1,1,4,0,0,2,0,0,0,0,4,4,3,0,1,1,1,0,0,0,0,2,0,1
638081,バトンルージュ・メトロポリタン空港,43644,8996,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
639255,ラジーヴ・ガンディー国際空港,67190,16330,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
639578,ハイデラバード空港,38361,8484,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
644910,チェンナイ国際空港,76260,18251,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
647810,ポート・コロンバス国際空港,86222,26190,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
652559,コロンバス空港,33373,8343,False,1,33,2,1,1,0,0,2,1,1,0,0,4,4,2,1,3,0,6,1,2,1,0,1,0,0
654014,マナグア国際空港,48430,9900,False,1,24,1,1,3,1,1,2,0,0,0,0,2,2,2,5,1,0,1,0,0,0,0,1,0,1
654605,ベルリン・シェーネフェルト空港,58083,12264,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
654614,ベルリン・テンペルホーフ空港,53123,12199,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
655406,ベルリン・ブランデンブルク国際空港,57580,12527,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
658137,ジョン・ウェイン空港,49593,11892,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
658365,ブルーグラス空港,50653,9899,False,1,19,1,1,2,0,0,2,0,0,1,1,2,2,2,0,2,0,2,0,0,0,0,1,0,0
659628,NASAシャトル着陸施設,72546,12556,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
660770,コルフ国際空港,34808,7801,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
661173,タブリーズ国際空港,41368,8572,False,1,19,1,1,3,0,0,1,0,0,0,0,4,4,2,0,1,0,2,0,0,0,0,0,0,0
661178,アーバーダーン空港,34346,7530,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
661772,桂林両江国際空港,70111,13543,False,2,29,2,2,3,0,0,2,0,0,0,0,4,4,4,0,2,0,1,1,0,3,0,1,0,0
662051,ヴェラナ国際空港,78695,14018,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
663596,バンダレ・アッバース国際空港,37774,8132,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
666030,キングサーモン空港,37150,7954,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
666971,ヒロ国際空港,42438,8865,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
666988,コナ国際空港,49871,10350,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
667809,シャイアン空港,38487,8405,False,1,23,1,1,4,0,0,2,0,0,1,1,2,2,3,0,2,0,2,0,0,0,0,1,0,1
669589,フレズノ・ヨセミテ国際空港,59321,10715,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
673784,ヴァン・ナイズ空港,34081,8020,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
676820,ブジュンブラ国際空港,40256,8601,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
676972,バンジュール国際空港,49242,10316,False,1,22,1,1,2,0,0,2,0,0,0,0,4,4,3,0,2,1,1,0,0,1,0,0,0,0
676981,ンジャメナ国際空港,46040,9577,False,1,23,1,1,5,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,1,0,0,0,0
676988,ハルツーム国際空港,54529,12118,False,1,24,1,1,4,0,0,2,1,1,0,0,4,4,2,0,2,0,1,0,0,1,0,0,0,0
678416,ベアトリクス女王国際空港,45692,10118,False,1,21,1,1,3,1,1,2,0,0,0,0,4,3,2,0,2,0,1,0,0,0,0,0,0,0
678418,キリマンジャロ国際空港,47820,10017,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
678419,バンギ・ムポコ国際空港,49648,10702,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
679253,ファアモツ国際空港,44542,9365,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
679778,エルサルバドル国際空港,43946,9338,False,1,27,1,1,4,0,0,2,1,1,1,1,2,2,2,0,2,1,2,0,0,1,2,1,0,0
687667,コンゴーニャス空港,79789,23037,False,1,51,2,1,7,0,0,2,1,1,1,1,4,4,6,2,1,0,4,1,0,1,10,1,0,1
688021,ロンドン・スタンステッド空港,83308,14883,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
692462,キング・アブドラアジズ飛行場,32559,7376,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
693248,ポルトープランス国際空港,47547,9434,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
693251,ポイント・サリンス国際空港,38738,8586,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
693255,ジュリウス・ニエレレ国際空港,58683,12117,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
694590,ニウエ国際空港,27945,6925,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
694594,キング・ファハド国際空港,47289,9287,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
694651,ヌジリ国際空港,61907,11942,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
694657,キガリ国際空港,52002,11118,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
694845,ヘネラル・アベラルド・L・ロドリゲス国際空港,45075,10158,False,1,21,1,1,4,0,0,2,1,1,0,0,2,2,2,0,1,2,1,0,0,0,0,1,0,0
696558,ヴィラコッポス国際空港,86514,18470,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
700432,ポンペイ国際空港,39006,8457,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
703408,リロングウェ国際空港,46949,9531,False,1,24,1,1,5,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,1,0,1,0,0
706101,プレジデント・ジュセリノ・クビシェッキ国際空港,56963,13229,False,1,29,1,1,3,2,1,2,1,1,1,1,4,4,2,0,1,0,2,0,0,0,0,1,0,1
706690,タンクレド・ネヴェス国際空港,55640,11499,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
706696,カラスコ国際空港,48521,9905,False,1,27,1,1,4,0,0,3,1,1,0,0,4,4,2,0,1,2,2,0,0,0,0,1,0,0
709718,オスヴァルド・ヴィエイラ国際空港,40734,8717,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
719393,木津川飛行場,25087,7269,False,0,14,0,0,1,0,0,0,1,2,1,2,0,0,2,0,0,0,0,0,1,1,1,0,0,2
730118,バマコ・セヌー国際空港,56168,12261,False,1,26,1,1,5,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,1,0,2,1,0
732474,杭州蕭山国際空港,69271,10940,False,2,27,0,1,4,0,0,2,0,0,0,0,4,4,2,1,2,0,2,0,0,3,0,1,0,1
733263,オタワ・マクドナルド・カルティエ国際空港,49138,10931,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
737207,薩摩硫黄島飛行場,61921,12108,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
737752,ドンムアン空港,125150,30029,False,1,47,1,1,6,1,0,2,0,0,0,0,4,4,2,5,2,2,2,1,0,1,7,2,1,3
742865,アミルカル・カブラル国際空港,44128,9120,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
750732,セビリア空港,71494,12373,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
751337,テネリフェ・スール空港,52082,9760,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
751869,キングストン・ノーマン・ロジャース空港,41654,9062,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
752174,エリック・ニールセン・ホワイトホース国際空港,39995,8774,False,1,26,2,1,1,1,1,2,0,0,0,0,4,4,2,0,2,0,3,0,0,0,0,2,0,1
752248,イカルイト空港,37623,8065,False,1,20,2,1,1,0,0,2,0,0,0,0,4,4,1,0,2,0,1,0,0,0,0,2,0,0
752348,イエローナイフ空港,43140,9409,False,1,23,2,1,1,0,0,2,0,0,0,0,4,4,2,0,2,0,2,0,0,0,0,2,0,1
758467,合肥駱崗国際空港,50951,10745,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
761933,イヴァーノ＝フランキーウシク国際空港,39716,8784,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
769116,海口美蘭国際空港,72786,10983,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
777052,ナハ空港,50054,9603,False,1,24,1,1,4,0,0,2,0,0,0,0,4,4,3,0,2,1,1,0,0,1,0,0,0,0
779915,テッサロニキ・マケドニア国際空港,42376,9755,False,1,35,1,1,4,0,0,3,1,1,1,1,4,4,5,1,1,3,2,0,0,0,0,1,0,1
780366,ハルビン太平国際空港,86069,13834,False,2,30,1,1,6,0,0,2,0,0,0,0,4,4,2,2,2,0,1,0,0,3,0,1,0,1
781789,テターボロ空港,100011,29661,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
782787,リンデン・ピンドリング国際空港,67922,11843,False,1,24,1,1,2,0,1,3,1,1,1,1,2,2,2,1,1,0,2,0,0,1,0,1,0,0
789029,マンダレー国際空港,56289,11514,False,1,22,1,1,3,0,0,1,0,0,0,0,4,4,2,0,2,0,1,0,0,1,0,1,0,1
804531,務安国際空港,230041,116287,False,1,47,1,2,16,0,0,3,1,1,1,1,2,2,3,0,2,2,3,2,1,1,0,1,1,1
816130,アフォンソ・ペーナ国際空港,53390,13284,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
825665,プリンセス・ジュリアナ国際空港,59484,14403,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
845175,サムイ空港,44184,10577,False,1,29,1,1,6,0,0,2,0,0,0,0,4,4,2,0,2,0,2,0,0,1,0,3,0,1
847602,エル・アルト国際空港,61802,12491,False,1,26,1,1,3,0,0,2,1,1,0,0,2,2,2,0,3,2,3,0,0,0,0,2,0,1
858418,ファアア国際空港,72173,13095,False,1,26,1,1,3,0,0,5,0,0,0,0,4,4,3,0,1,2,1,0,0,0,0,0,0,1
870478,ポータブル空港,47441,10226,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
909468,中部国際空港バスのりば,47742,13609,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
914777,モハーヴェ空港,48145,12131,False,1,22,1,1,5,0,0,2,0,0,0,0,2,2,2,0,2,0,3,1,0,0,0,0,0,1
970490,ロンドン・シティ空港,48039,10225,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
973193,ブライズ・ノートン空軍基地,42481,10880,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
979558,フーカット空港,43267,9487,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
986840,イブン・バットゥータ国際空港,44271,9026,False,1,26,1,1,6,1,1,2,0,0,0,0,4,4,2,0,1,0,2,0,0,0,0,1,0,0
987821,ルステンブルグ空港,34355,7560,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
988449,鹿部飛行場,41575,10787,False,1,21,1,1,0,0,0,1,0,0,0,0,4,4,2,0,1,0,1,0,0,1,0,3,1,1
988470,弟子屈飛行場,59071,10817,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
990429,ミリ空港,66854,12206,False,1,36,1,1,3,0,0,2,2,2,2,2,4,4,6,0,2,1,1,0,0,1,0,1,1,0
990642,ルサカ国際空港,49190,10044,False,1,21,1,1,1,0,0,2,0,0,0,0,4,4,2,0,2,0,2,0,0,1,0,1,0,0
990788,ヘイダル・アリエフ国際空港,86563,14468,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
991901,リュブリャナ空港,42299,8448,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
992102,リミニ空港,47947,9802,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
993089,アイントホーフェン空港,49089,12259,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
993202,ウンベルト・デルガード空港,104939,19623,False,1,34,1,1,7,1,1,2,1,1,1,1,4,4,3,0,2,0,2,0,0,0,0,1,0,1
993614,ポンタ・デルガダ空港,43530,8666,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
993616,ヨハネ・パウロ2世空港,21515,5974,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
994589,トライアン・ヴイア国際空港,45370,9204,False,1,23,1,1,3,1,1,3,1,1,1,1,2,2,2,0,0,1,1,0,0,0,0,1,0,0
995217,ヘアウッド,20912,5646,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
995929,ダーウィン国際空港,54429,10917,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
996267,タウンズビル空港,36786,8061,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
998674,ゲーリー・シカゴ国際空港,36816,7903,False,1,20,1,1,1,0,0,2,0,0,0,0,4,4,2,0,2,0,2,0,0,0,0,1,0,0
998785,ロングビーチ空港,45165,9295,False,1,20,1,1,2,0,0,2,0,0,0,0,2,2,3,0,2,0,3,0,0,0,1,1,0,0
999059,マートルビーチ国際空港,50189,10161,False,1,22,1,1,2,0,0,2,0,0,1,1,4,4,2,0,2,0,1,0,0,0,0,1,0,0
999243,ポートランド国際ジェットポート,42747,8696,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
999609,ウィニペグ・ジェームス・アームストロング・リチャードソン国際空港,45714,10321,False,1,35,1,1,4,1,1,2,1,1,1,1,4,4,3,3,1,0,2,0,0,0,0,2,1,1
999854,ダバオ国際空港,44354,9361,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1001711,ハリファックス・ロバート・L・スタンフィールド国際空港,56060,14538,False,1,29,1,1,3,0,0,3,1,1,1,1,4,4,2,0,2,1,2,0,0,0,0,1,0,1
1001918,ハミルトン・ジョン・C・マンロ国際空港,44605,9968,False,1,30,1,1,4,0,0,2,1,1,1,1,4,4,5,0,1,0,2,0,0,0,1,1,0,0
1002757,ダニーデン国際空港,39558,8372,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1002770,クイーンズタウン空港,43088,9030,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1002879,インバーカーギル空港,37639,8084,False,1,18,1,1,2,0,0,2,0,0,0,0,2,2,2,0,1,0,4,0,0,0,0,1,0,0
1002892,パーマストンノース空港,37070,7939,False,1,15,1,1,2,0,0,2,0,0,0,0,2,2,2,0,1,0,2,0,0,0,0,0,0,0
1003021,ストックホルム・ブロンマ空港,43981,9277,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1003792,ファレオロ国際空港,52164,10003,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1004513,ポートビラ・バウアフィールド空港,71664,12439,False,1,22,1,1,3,2,2,2,0,0,0,0,2,2,2,1,1,0,2,0,0,0,0,1,0,0
1005127,ボンリキ国際空港,49848,9799,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1005144,ラロトンガ国際空港,45203,9245,False,1,20,1,1,1,0,0,2,0,0,0,0,4,4,2,0,2,0,2,0,0,1,0,0,0,0
1005565,ヤップ国際空港,35795,8056,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1006842,ダラス・ラブフィールド空港,46258,9249,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1007053,大樹町多目的航空公園,46467,10803,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1007446,ストックホルム・ヴェステロース空港,39272,8374,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1007448,ストックホルム・スカブスタ空港,40308,8567,False,1,19,1,1,4,0,0,2,0,0,0,0,2,2,2,0,1,1,2,0,0,0,0,1,0,0
1007875,サンアントニオ国際空港,58784,11697,False,1,26,1,1,2,0,0,2,1,1,1,1,2,2,2,0,2,0,3,1,1,0,2,1,0,0
1008324,アバロン空港,41750,8743,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1009969,ブラッドレー国際空港,57832,11199,False,1,21,1,1,2,0,0,2,1,1,0,0,2,2,2,0,2,2,3,0,0,0,0,0,0,0
1009972,エルパソ国際空港,44204,8974,False,1,19,1,1,2,0,0,2,0,0,0,0,2,2,2,0,2,0,3,0,0,1,0,1,0,0
1009976,ツーソン国際空港,41177,8633,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1009980,ナッシュビル国際空港,56265,10874,False,1,29,2,1,3,0,0,1,0,0,1,1,4,4,3,2,2,0,3,0,0,0,0,1,0,1
1010053,ワガドゥグー空港,51563,11088,False,1,25,1,1,4,0,0,2,1,1,0,0,4,4,2,0,2,0,2,0,0,1,0,0,0,0
1011770,龍ヶ崎飛行場,52604,9437,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1013550,サンタバーバラ空港,41144,8798,False,1,22,1,1,4,0,0,2,0,0,0,0,2,2,3,0,2,1,3,0,0,0,0,1,0,0
1013572,オースチン・バーグストロム国際空港,68611,12715,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1013580,オースチン・ストローベル国際空港,47413,9087,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1013693,ルイス・ムニョス・マリン国際空港,45755,9158,False,1,27,1,1,4,1,1,3,0,0,0,0,4,4,2,0,2,0,2,0,0,1,0,1,0,0
1013719,ラボック・プレストン・スミス国際空港,42894,8823,False,1,18,1,1,2,1,1,1,0,0,0,0,2,2,2,0,2,0,3,0,0,0,0,0,0,0
1013727,ミッドランド国際空港,40748,8522,False,1,21,1,1,2,0,0,2,0,0,1,1,2,2,2,0,2,0,4,0,0,0,0,1,0,0
1013971,シャーロット・ダグラス国際空港,56521,10994,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1013981,デイトナビーチ国際空港,40066,8455,False,1,19,1,1,2,0,0,2,0,0,1,1,2,2,2,0,2,0,3,0,0,0,0,0,0,0
1013992,ハンツビル国際空港,39090,8152,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1014397,ビクトリア国際空港,40224,8486,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1015213,ジャクソンビル国際空港,48873,10208,False,1,23,1,1,2,0,0,2,1,1,1,1,2,2,2,0,2,0,4,1,0,0,0,0,0,0
1015221,フォートローダーデール・ハリウッド国際空港,69677,13635,False,1,19,1,1,2,0,0,2,0,0,1,1,0,0,2,1,2,1,3,0,0,0,0,1,0,1
1015223,スポケーン国際空港,44765,9072,False,1,19,1,1,2,0,0,2,1,1,0,0,2,2,2,0,2,0,2,0,0,0,0,1,0,0
1015226,バーリントン国際空港,48762,10305,False,1,19,1,1,2,0,0,2,0,0,1,0,2,2,2,0,2,1,2,0,0,0,0,1,0,0
1015230,リッチモンド国際空港,51558,9937,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1015369,グランドバハマ国際空港,44561,8628,False,1,15,1,1,2,0,0,2,0,0,0,0,2,2,2,0,1,0,1,0,0,0,0,1,0,0
1015378,オーランド・サンフォード国際空港,45469,9692,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1016369,ウアリ・ブーメディアン空港,48082,10475,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1017253,ハルゲイサ国際空港,39860,8519,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1017259,キーウェスト国際空港,39896,8356,False,1,19,1,1,2,0,0,2,0,0,1,1,2,2,3,0,2,0,1,0,0,0,0,1,0,0
1017260,ココス島国際空港,36358,8060,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1017261,サントペコア国際空港,36937,8428,False,1,21,1,1,2,0,0,2,0,0,0,0,0,7,2,2,1,0,1,0,0,1,0,1,0,0
1017264,バミューダ国際空港,46945,9699,False,1,22,1,1,2,0,0,2,0,0,0,0,4,4,1,0,2,1,1,0,0,1,0,2,0,0
1018656,アシガバート空港,42223,8695,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1020448,カザン国際空港,58706,12119,False,1,24,0,0,4,0,0,4,0,0,0,0,0,8,2,0,1,0,2,0,0,1,0,2,0,0
1020454,ピサ空港,45008,8674,False,1,21,1,1,3,1,1,2,0,0,0,0,3,4,2,0,1,0,2,0,0,0,0,0,0,0
1020520,トビリシ国際空港,101785,17087,False,1,24,1,1,4,0,0,2,0,0,0,0,4,3,2,0,2,1,2,0,0,1,0,1,0,0
1020526,タシュケント国際空港,59759,11880,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1020580,ハバロフスク空港,50649,11429,False,1,28,1,1,8,0,0,1,1,1,0,0,4,4,2,0,1,0,2,0,0,0,1,1,0,0
1020585,エセンボーア国際空港,39291,8678,False,1,23,1,1,2,0,0,2,1,1,0,0,4,4,2,0,2,0,1,0,0,0,0,1,0,1
1020595,ジブチ国際空港,46585,9998,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1020598,マツァパ国際空港,36448,7828,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1020637,ブレーメン空港,54238,10692,False,1,20,1,1,2,0,0,2,0,0,0,0,4,4,2,0,1,0,2,0,0,0,0,1,0,0
1021288,ソチ国際空港,152828,17689,False,1,21,1,1,3,0,0,2,1,1,0,0,4,3,2,0,1,0,2,0,0,0,0,0,0,0
1023336,フアヒネ空港,30665,7113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1023338,ボラボラ空港,38803,10164,False,1,27,1,1,2,0,0,2,2,0,1,1,2,2,9,0,1,0,1,0,0,1,0,1,0,0
1023343,ファカラバ空港,32653,7501,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1023345,マニヒ空港,32698,7296,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1023875,チャムド・バンダ空港,67342,10605,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
1024121,ラサ・クンガ空港,76304,12171,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
1026401,ドレスデン空港,54903,11986,False,1,26,1,1,1,0,0,3,1,1,0,0,4,4,6,0,2,0,1,0,0,0,0,0,0,1
1029481,上海空港,20676,6033,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
1030150,ストックホルム空港,22182,6089,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
1033173,柏飛行場,54615,20908,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1035061,アルアイン国際空港,33864,7532,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1035272,バーミングハム＝シャトルズワース国際空港,57625,16250,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1035425,ジャコババード飛行場,36623,7747,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1035426,マスルール飛行場,34597,7705,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1035429,ミワンワリー飛行場,34732,7772,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1035435,タスカルーサ空港,37012,8969,False,1,22,1,1,2,0,0,1,0,0,1,1,2,2,3,0,2,0,4,1,0,0,0,1,0,0
1036016,ロンタイン国際空港,34278,9158,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1036018,ジュアンダ国際空港,75357,16195,False,1,36,1,1,4,1,1,2,3,3,1,1,4,4,2,0,1,2,1,0,0,1,0,1,0,2
1036745,ル・ブルジェ空港,41692,9290,False,1,27,1,1,3,0,0,4,0,0,0,0,4,4,4,0,1,1,3,0,0,0,0,1,0,0
1037256,ハリム・ペルダナクスマ国際空港,68164,12622,False,1,24,1,1,3,0,0,2,0,0,0,0,4,4,4,0,2,0,1,0,0,1,1,0,0,0
1037261,アディスマルモ国際空港,57093,10698,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1037268,フセイン・サストラネガラ空港,66113,12858,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
