page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,下部組織,代表,代表の地位職業,共通語,別名,加盟国・地域,加盟国・地域数,加盟組織,基盤の協定,後継組織,成立年,成立時の構成組織,所属組織,本拠地,本拠地国,活動内容,種類,解散年,設立目的,読み
1658060,健康都市連合,56670,13759,False,0,,,,,,,,,,,,,,,,,,,,,
1659255,SITA,24429,7235,False,0,,,,,,,,,,,,,,,,,,,,,
1662189,国際火山学及び地球内部化学協会,33439,9906,False,0,,,,,,,,,,,,,,,,,,,,,
1664315,国際カヌー連盟,32068,7190,False,0,,,,,,,,,,,,,,,,,,,,,
1672967,世界鉄鋼協会,31375,8438,False,1,,,,,,,,,,,,,,,,,,,,,
1674469,国際ろう者スポーツ委員会,26215,7953,False,0,,,,,,,,,,,,,,,,,,,,,
1675200,アジア太平洋統計研修所,25720,6854,False,0,,,,,,,,,,,,,,,,,,,,,
1679766,堆積地質学会,25770,7452,False,0,,,,,,,,,,,,,,,,,,,,,
1679859,国際再生可能エネルギー機関,35528,9706,False,0,19,0,0,0,0,3,3,1,0,4,0,2,0,0,1,1,0,1,0,2,1
1681227,アフリカ中央銀行,23979,6557,False,0,,,,,,,,,,,,,,,,,,,,,
1684597,国際認定フォーラム,33536,9812,False,0,,,,,,,,,,,,,,,,,,,,,
1685263,国際法定計量機関,22334,6212,False,0,12,0,0,0,0,2,0,1,0,4,0,1,0,0,0,0,0,2,0,1,1
1697823,アジア・太平洋国会議員連合,30986,7856,False,0,46,0,1,1,0,7,28,1,0,0,0,1,0,0,1,0,3,1,0,1,1
1701580,情報処理国際連合,25312,6704,False,0,,,,,,,,,,,,,,,,,,,,,
1702405,国際連合ナミビア独立支援グループ,30921,9280,False,1,,,,,,,,,,,,,,,,,,,,,
1702432,国際連合イラク・クウェート監視団,28743,7469,False,1,,,,,,,,,,,,,,,,,,,,,
1704176,国際連合イラン・イラク軍事監視団,30346,7985,False,1,,,,,,,,,,,,,,,,,,,,,
1704296,国際オリンピック・アカデミー,29981,7840,False,0,,,,,,,,,,,,,,,,,,,,,
1707299,国際連合イエメン監視団,28215,8007,False,1,,,,,,,,,,,,,,,,,,,,,
1707404,国際連合カンボジア先遣隊,27949,7664,False,1,,,,,,,,,,,,,,,,,,,,,
1707576,国際連合エルサルバドル監視団,26787,7981,False,1,,,,,,,,,,,,,,,,,,,,,
1708953,国際連合アフガニスタン・パキスタン仲介ミッション,29149,8805,False,1,,,,,,,,,,,,,,,,,,,,,
1709327,国際連合エチオピア・エリトリア派遣団,27330,7841,False,1,,,,,,,,,,,,,,,,,,,,,
1710359,国際連合中央アフリカ共和国ミッション,29286,8447,False,1,,,,,,,,,,,,,,,,,,,,,
1713974,国際連合ハイチ・ミッション,29810,10139,False,1,,,,,,,,,,,,,,,,,,,,,
1718532,国際連合ハイチ支援団,28250,7802,False,1,,,,,,,,,,,,,,,,,,,,,
1718544,国際連合ハイチ暫定ミッション,25374,7050,False,1,,,,,,,,,,,,,,,,,,,,,
1718631,国際連合ハイチ文民警察ミッション,26491,7323,False,1,,,,,,,,,,,,,,,,,,,,,
1718785,国際連合リベリア監視団,27976,8553,False,1,,,,,,,,,,,,,,,,,,,,,
1718859,国際連合グアテマラ人権監視団,27097,7921,False,1,,,,,,,,,,,,,,,,,,,,,
1719711,国際視覚障害者スポーツ連盟,28104,7532,False,0,,,,,,,,,,,,,,,,,,,,,
1720877,国際連合ハイチ安定化ミッション,35317,10493,False,1,,,,,,,,,,,,,,,,,,,,,
1721713,太平洋問題調査会,93157,32233,False,0,,,,,,,,,,,,,,,,,,,,,
1726261,国際連合レバノン監視団,29590,9249,False,1,,,,,,,,,,,,,,,,,,,,,
1730078,国際連合タジキスタン監視団,28256,8668,False,1,,,,,,,,,,,,,,,,,,,,,
1730097,国際連合インド・パキスタン軍事監視団,29726,7878,False,1,,,,,,,,,,,,,,,,,,,,,
1730130,国際連合インド・パキスタン監視団,30962,8860,False,1,,,,,,,,,,,,,,,,,,,,,
1734394,国際競馬統括機関連盟,23109,6296,False,0,,,,,,,,,,,,,,,,,,,,,
1735484,オセアニア野球連盟,59413,10846,False,1,,,,,,,,,,,,,,,,,,,,,
1735698,ユーロスタット,66670,13340,False,0,,,,,,,,,,,,,,,,,,,,,
1736769,東カリブ諸国機構,46135,10623,False,0,24,0,0,0,0,3,12,0,0,0,0,1,0,0,1,1,3,1,0,1,1
1736892,中米統合機構,58479,12856,False,0,25,0,0,0,2,4,14,0,0,1,0,0,2,0,0,0,0,1,0,1,0
1737306,地域安全保障システム (東カリブ),32218,7227,False,0,,,,,,,,,,,,,,,,,,,,,
1737402,国際連合アオゾウ帯監視団,29712,8338,False,1,,,,,,,,,,,,,,,,,,,,,
1742747,国際連合ウガンダ・ルワンダ監視団,30740,9232,False,1,,,,,,,,,,,,,,,,,,,,,
1742855,国際連合ルワンダ支援団,45926,11737,False,1,,,,,,,,,,,,,,,,,,,,,
1748780,国際連合シエラレオネ監視団,30957,10117,False,1,,,,,,,,,,,,,,,,,,,,,
1748859,国際連合シエラレオネ派遣団,29541,9631,False,1,,,,,,,,,,,,,,,,,,,,,
1748960,国際船級協会連合,21122,5938,False,0,,,,,,,,,,,,,,,,,,,,,
1755319,トランスペアレンシー・インターナショナル,33957,11488,False,0,,,,,,,,,,,,,,,,,,,,,
1756632,国際商業会議所,22908,6418,False,0,,,,,,,,,,,,,,,,,,,,,
1756888,国際純粋・応用物理学連合,28403,8601,False,0,,,,,,,,,,,,,,,,,,,,,
1759832,ユーラシア経済共同体,59635,13704,False,0,45,4,0,0,0,3,29,1,0,0,3,1,0,0,0,0,2,1,1,0,0
1760214,国連薬物犯罪事務所,45501,9966,False,1,,,,,,,,,,,,,,,,,,,,,
1765114,国際レズビアン・ゲイ協会,55586,18887,False,0,,,,,,,,,,,,,,,,,,,,,
1770876,国際知的財産保護協会,21326,6335,False,0,,,,,,,,,,,,,,,,,,,,,
1772205,東方パートナーシップ,47929,12011,False,0,,,,,,,,,,,,,,,,,,,,,
1775076,レヒ,103744,47218,False,0,,,,,,,,,,,,,,,,,,,,,
1778733,国際連合中米監視団,28159,7981,False,1,,,,,,,,,,,,,,,,,,,,,
1779023,ベラルーシ共和国青年団,25039,6828,False,0,,,,,,,,,,,,,,,,,,,,,
1781246,GS1,26649,7961,False,0,,,,,,,,,,,,,,,,,,,,,
1784880,金融監督管理委員会,36113,7533,False,1,,,,,,,,,,,,,,,,,,,,,
1790745,第一次国際連合アンゴラ検証団,29373,7880,False,1,,,,,,,,,,,,,,,,,,,,,
1790787,第二次国際連合アンゴラ検証団,28430,8754,False,1,,,,,,,,,,,,,,,,,,,,,
1790816,第三次国際連合アンゴラ検証団,28575,8402,False,1,,,,,,,,,,,,,,,,,,,,,
1791831,オックスファム,37386,12749,False,0,,,,,,,,,,,,,,,,,,,,,
1793570,国際応用地質学会,33373,9405,False,1,,,,,,,,,,,,,,,,,,,,,
1793888,南東欧安定化協定,66298,15449,False,0,,,,,,,,,,,,,,,,,,,,,
1794582,欧州連合,374339,106135,False,1,,,,,,,,,,,,,,,,,,,,,
1795494,世界税関機構,27536,7921,False,0,29,5,2,2,0,7,0,1,0,1,0,2,0,0,1,1,4,1,0,1,1
1796258,国際連合コソボ暫定行政ミッション,195389,48147,False,0,,,,,,,,,,,,,,,,,,,,,
1796427,欧州ロケット開発機構,35505,10765,False,0,,,,,,,,,,,,,,,,,,,,,
1802330,国際連合東ティモール統合ミッション,32078,9550,False,1,,,,,,,,,,,,,,,,,,,,,
1802355,国際連合アンゴラ監視団,25857,7777,False,1,,,,,,,,,,,,,,,,,,,,,
1802419,国際連合東ティモール・ミッション,31603,9813,False,1,,,,,,,,,,,,,,,,,,,,,
1802500,国際連合リベリア・ミッション,28898,8887,False,1,,,,,,,,,,,,,,,,,,,,,
1807536,フォーミュラ・ワン・チームズ・アソシエーション,84876,25824,False,1,,,,,,,,,,,,,,,,,,,,,
1809851,国際連合文民警察サポート・グループ,99577,17224,False,1,,,,,,,,,,,,,,,,,,,,,
1810673,国際連合東スラヴォニア・バラニャおよび西スレム暫定統治機構,103074,18101,False,1,,,,,,,,,,,,,,,,,,,,,
1811651,国際連合プレヴラカ監視団,98158,16444,False,1,,,,,,,,,,,,,,,,,,,,,
1814380,国際連合ジュネーブ事務局,56921,12050,False,1,,,,,,,,,,,,,,,,,,,,,
1814958,国際連合ボスニア・ヘルツェゴヴィナ・ミッション,28095,7724,False,1,,,,,,,,,,,,,,,,,,,,,
1815649,国際連合中央アフリカ・チャド・ミッション,28214,8569,False,1,,,,,,,,,,,,,,,,,,,,,
1823758,国際環境NGO FoE Japan,28157,9595,False,0,,,,,,,,,,,,,,,,,,,,,
1826395,国際連合東ティモール暫定行政機構,31351,9066,False,1,,,,,,,,,,,,,,,,,,,,,
1826462,国際連合東ティモール支援団,28599,8188,False,1,,,,,,,,,,,,,,,,,,,,,
1826655,国際教育到達度評価学会,30475,8086,False,0,,,,,,,,,,,,,,,,,,,,,
1829424,国際復興支援プラットフォーム,28696,9015,False,0,,,,,,,,,,,,,,,,,,,,,
1832264,西イリアン国際連合保安隊,29861,8918,False,1,,,,,,,,,,,,,,,,,,,,,
1832985,アフリカ自由ネットワーク,57138,11625,False,1,69,0,0,0,0,5,22,1,27,0,0,1,0,0,0,0,0,4,0,8,1
1833257,朝鮮文化建設中央協議会,28730,8236,False,1,,,,,,,,,,,,,,,,,,,,,
1841344,世界原子力協会,30085,10911,False,0,,,,,,,,,,,,,,,,,,,,,
1842162,国際スポーツカイロプラクティック連盟,43108,10774,False,0,,,,,,,,,,,,,,,,,,,,,
1857152,中央アジア協力機構,46525,10765,False,0,,,,,,,,,,,,,,,,,,,,,
1858642,アフリカ広域知的財産機関,38968,9827,False,0,41,0,0,0,0,6,18,0,0,9,0,1,0,0,2,2,1,1,0,0,1
1858643,アフリカ知的財産機関,33576,8969,False,0,,,,,,,,,,,,,,,,,,,,,
1861936,アフリカ野球・ソフトボール協会,64631,11494,False,1,,,,,,,,,,,,,,,,,,,,,
1867264,イクオリティ・ナウ,25134,7782,False,0,,,,,,,,,,,,,,,,,,,,,
1871059,女子差別撤廃委員会,51782,14726,False,0,,,,,,,,,,,,,,,,,,,,,
1873595,Online Computer Library Center,50257,14783,False,0,32,6,0,0,0,13,0,0,0,0,0,1,0,0,1,1,8,1,0,1,0
1886900,ヨーロッパ剣道連盟,26794,7640,False,0,,,,,,,,,,,,,,,,,,,,,
1901698,世界吹奏楽協会,37572,10755,False,0,,,,,,,,,,,,,,,,,,,,,
1909688,米州ボリバル同盟,32721,9065,False,0,,,,,,,,,,,,,,,,,,,,,
1909882,北大西洋海産哺乳動物委員会,39695,12195,False,0,51,6,0,0,0,11,19,1,0,1,0,3,2,0,0,0,2,3,0,2,1
1912724,アムネスティ・インターナショナル,124599,42355,False,2,,,,,,,,,,,,,,,,,,,,,
1916750,在日本大韓民国民団,201340,48141,False,1,,,,,,,,,,,,,,,,,,,,,
1916797,IET,21682,7329,False,0,,,,,,,,,,,,,,,,,,,,,
1917437,旗章学協会国際連盟,37380,11627,False,0,,,,,,,,,,,,,,,,,,,,,
1928629,国際共産主義潮流,61163,11269,False,0,,,,,,,,,,,,,,,,,,,,,
1928740,第五インターナショナル,92949,14903,False,0,,,,,,,,,,,,,,,,,,,,,
1928922,国際カイロプラクティック教育評議会,68369,18993,False,0,,,,,,,,,,,,,,,,,,,,,
1929802,著作権協会国際連合,48327,12756,False,0,,,,,,,,,,,,,,,,,,,,,
1930756,動物命名法国際審議会,56618,18621,False,0,,,,,,,,,,,,,,,,,,,,,
1935536,被抑圧民族協会,22377,6874,False,0,,,,,,,,,,,,,,,,,,,,,
1935583,エリトリア解放戦線,54914,15364,False,0,,,,,,,,,,,,,,,,,,,,,
1946577,労働者インターナショナルのための委員会,48487,10473,False,0,,,,,,,,,,,,,,,,,,,,,
1946597,国際マルクス主義潮流,48788,10686,False,0,,,,,,,,,,,,,,,,,,,,,
1948267,国際サッカー評議会,66699,19266,False,0,,,,,,,,,,,,,,,,,,,,,
1950425,77ヶ国グループ,22387,6312,False,0,12,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,2,2,0,1,1
1958085,核不拡散・核軍縮に関する国際委員会,67096,15763,False,1,,,,,,,,,,,,,,,,,,,,,
1958263,インド洋委員会,31430,7943,False,0,,,,,,,,,,,,,,,,,,,,,
1959709,対ハプスブルク同盟,33669,10442,False,0,,,,,,,,,,,,,,,,,,,,,
1962958,国際児童図書評議会,40551,10030,False,0,17,0,0,0,0,6,0,1,0,0,0,1,0,0,1,2,4,1,0,0,1
1963438,国際ボブスレー・トボガニング連盟,38374,8875,False,0,,,,,,,,,,,,,,,,,,,,,
1963718,欧州連合軍最高司令部,83564,23981,False,1,,,,,,,,,,,,,,,,,,,,,
1964400,四国二期会,26594,7277,False,0,,,,,,,,,,,,,,,,,,,,,
1968084,マノ川同盟,28174,7710,False,0,,,,,,,,,,,,,,,,,,,,,
1977239,仏瑞同盟,34004,10914,False,0,,,,,,,,,,,,,,,,,,,,,
1978388,世界ブールスポーツ連合,24744,7050,False,1,,,,,,,,,,,,,,,,,,,,,
1997667,モジャーヘディーネ・ハルグ,42152,11274,False,1,,,,,,,,,,,,,,,,,,,,,
2002197,中央アジア連合,161631,18176,False,0,,,,,,,,,,,,,,,,,,,,,
2004387,ヨーロッパ中期予報センター,46406,9686,False,0,,,,,,,,,,,,,,,,,,,,,
2008137,日米学生会議,32441,10258,False,0,,,,,,,,,,,,,,,,,,,,,
2009182,グローバル作物多様性トラスト,31351,10972,False,0,59,12,2,2,0,5,16,1,0,2,0,1,0,0,1,1,12,2,0,2,0
2009290,ルーム・トゥ・リード,38309,14540,False,1,,,,,,,,,,,,,,,,,,,,,
2025232,ラテンアメリカ統合連合,44137,9879,False,0,22,0,0,0,0,4,12,0,0,1,0,1,0,0,1,0,0,1,0,1,1
2025248,ラテンアメリカ議会,45583,10166,False,0,49,0,0,0,0,1,22,22,0,0,0,1,0,0,0,0,0,2,0,0,1
2026310,国際映画製作者連盟,53378,11602,False,0,,,,,,,,,,,,,,,,,,,,,
2036943,常設国際アルタイ学会,38733,15360,False,0,,,,,,,,,,,,,,,,,,,,,
2039335,国際スワップデリバティブ協会,22497,6181,False,0,,,,,,,,,,,,,,,,,,,,,
2040387,ユーログループ,139703,27912,False,0,51,0,4,9,0,23,0,0,0,7,0,1,0,0,0,0,3,2,0,2,0
2050696,海賊党インターナショナル,62250,14148,False,1,,,,,,,,,,,,,,,,,,,,,
2051326,国際解剖学会連合,39151,9630,False,0,,,,,,,,,,,,,,,,,,,,,
2052132,ワールド・ビジョン,65417,13377,False,1,,,,,,,,,,,,,,,,,,,,,
2055552,オリンピック冬季大会競技団体連合,38732,8546,False,0,,,,,,,,,,,,,,,,,,,,,
2056678,コード会,85386,20534,False,0,,,,,,,,,,,,,,,,,,,,,
2062398,中道民主インターナショナル,56046,12421,False,1,,,,,,,,,,,,,,,,,,,,,
2064284,欧州対外行動局,109376,31563,False,1,,,,,,,,,,,,,,,,,,,,,
2071084,国際宇宙空間研究委員会,52387,9456,False,0,,,,,,,,,,,,,,,,,,,,,
2071262,アジア太平洋宇宙協力機構,62544,11886,False,0,,,,,,,,,,,,,,,,,,,,,
2075856,ポルトガル語公用語アフリカ諸国,31172,8615,False,0,,,,,,,,,,,,,,,,,,,,,
2079266,オリンピック夏季大会競技団体連合,46983,9838,False,0,,,,,,,,,,,,,,,,,,,,,
2079775,インタースプートニク,32663,8032,False,0,43,0,0,0,0,1,36,1,0,0,0,1,0,0,0,0,2,1,0,1,0
2082619,イスラム開発銀行,23514,6612,False,0,23,0,0,0,0,2,10,1,0,2,0,2,0,0,1,1,2,1,0,1,0
2088578,国際宇宙航行連盟,21612,6403,False,0,,,,,,,,,,,,,,,,,,,,,
2095300,G15,49815,11070,False,1,59,0,0,0,0,2,42,3,0,0,0,3,0,0,0,0,3,1,0,4,1
2100942,世界ユダヤ人会議,34969,8900,False,0,,,,,,,,,,,,,,,,,,,,,
2101240,世界麻雀組織,32006,8735,False,1,,,,,,,,,,,,,,,,,,,,,
2107434,国際社会科学協議会,26015,7052,False,0,,,,,,,,,,,,,,,,,,,,,
2108834,シェンゲン圏,188392,85948,False,1,,,,,,,,,,,,,,,,,,,,,
2109783,欧州麻雀協会,29895,8728,False,1,,,,,,,,,,,,,,,,,,,,,
2131081,パンアメリカン柔道連盟,127351,15805,False,0,,,,,,,,,,,,,,,,,,,,,
2131083,アフリカ柔道連盟,123459,14012,False,0,,,,,,,,,,,,,,,,,,,,,
2131087,オセアニア柔道連盟,116571,13047,False,0,,,,,,,,,,,,,,,,,,,,,
2131103,ヨーロッパ柔道連盟,128325,15032,False,0,,,,,,,,,,,,,,,,,,,,,
2131105,アジア柔道連盟,122160,14586,False,0,,,,,,,,,,,,,,,,,,,,,
2152311,欧州航空航法安全機構,53113,14686,False,1,107,29,0,0,0,11,46,2,0,0,0,2,0,0,2,2,8,3,0,1,1
2154937,北朝鮮による拉致問題等に関する特別委員会,57520,15991,False,0,,,,,,,,,,,,,,,,,,,,,
2156372,国連宇宙空間平和利用委員会,74890,12557,False,0,,,,,,,,,,,,,,,,,,,,,
2158011,世界平和評議会,41544,11120,False,1,,,,,,,,,,,,,,,,,,,,,
2165832,国際連合イラク支援ミッション,22628,6830,False,0,,,,,,,,,,,,,,,,,,,,,
2168342,北海道弁護士会連合会,42645,8119,False,1,,,,,,,,,,,,,,,,,,,,,
2168374,近畿弁護士会連合会,41987,7671,False,1,,,,,,,,,,,,,,,,,,,,,
2178017,国連国際防災戦略,49783,13673,False,1,52,1,0,0,0,7,0,0,0,14,0,3,2,1,2,1,11,1,0,8,1
2185901,日本国際民間協力会,53781,19257,False,1,,,,,,,,,,,,,,,,,,,,,
2200695,国際宇宙航行アカデミー,26064,7470,False,0,,,,,,,,,,,,,,,,,,,,,
2209894,国際ジェンダー学会,27172,6816,False,0,,,,,,,,,,,,,,,,,,,,,
2215938,ロシア・プロレタリア音楽家同盟,23073,6617,False,0,,,,,,,,,,,,,,,,,,,,,
2220064,国際ゴルフ連盟,24357,6783,False,0,,,,,,,,,,,,,,,,,,,,,
2220360,国家社会主義者世界連合,46655,11648,False,0,,,,,,,,,,,,,,,,,,,,,
2223042,国際連合婦人開発基金,21062,5815,False,0,,,,,,,,,,,,,,,,,,,,,
2223288,ワールド・ダーツ・フェデレイション,91586,20088,False,0,,,,,,,,,,,,,,,,,,,,,
2223547,カリブ諸国連合,65917,12367,False,0,7,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1
2258727,国際ビジネスコミュニケーション学会,25870,6682,False,0,,,,,,,,,,,,,,,,,,,,,
2260863,世界政治学会,30512,8035,False,0,,,,,,,,,,,,,,,,,,,,,
2262503,国際看護師協会,27119,7471,False,1,,,,,,,,,,,,,,,,,,,,,
2262598,ヨーロッパ学生連盟,30445,10644,False,1,,,,,,,,,,,,,,,,,,,,,
2266814,UNウィメン,65857,10438,False,1,20,0,1,1,0,1,0,0,0,0,0,3,8,2,1,1,0,1,0,1,0
2277353,アノニマス (集団),113955,31298,False,1,,,,,,,,,,,,,,,,,,,,,
2278758,民主主義者連盟,62079,12311,False,1,,,,,,,,,,,,,,,,,,,,,
2279961,国際連合地域開発センター,25328,7368,False,0,21,3,0,0,0,2,0,0,0,0,0,2,0,1,2,2,4,3,0,1,1
2284629,IOC承認国際競技団体連合,48755,11199,False,0,,,,,,,,,,,,,,,,,,,,,
2293668,アルジェリア宇宙庁,48852,8750,False,0,,,,,,,,,,,,,,,,,,,,,
2299968,Software Freedom Law Center,111826,23675,False,0,,,,,,,,,,,,,,,,,,,,,
2303278,国際オリエンテーリング連盟,30071,7777,False,1,,,,,,,,,,,,,,,,,,,,,
2303999,欧州クラブ協会,50209,15198,False,0,,,,,,,,,,,,,,,,,,,,,
2305941,国際歯科連盟,29559,8265,False,0,,,,,,,,,,,,,,,,,,,,,
2307667,プログラミング自由連盟,35795,9159,False,0,,,,,,,,,,,,,,,,,,,,,
2310925,自由権規約人権委員会,56164,15051,False,0,,,,,,,,,,,,,,,,,,,,,
2312794,オセアニア国内オリンピック委員会,46652,10146,False,0,,,,,,,,,,,,,,,,,,,,,
2316790,国際連合ウィーン事務局,52203,11960,False,1,,,,,,,,,,,,,,,,,,,,,
2317859,世界歴史都市連盟,51898,11449,False,1,,,,,,,,,,,,,,,,,,,,,
2318064,国際連合ナイロビ事務局,46460,10175,False,1,,,,,,,,,,,,,,,,,,,,,
2322852,国際農業開発基金,38000,8270,False,0,,,,,,,,,,,,,,,,,,,,,
2324483,クリラッド,24707,7531,False,0,,,,,,,,,,,,,,,,,,,,,
2324916,日本プロレタリア文化連盟,56335,11782,False,0,,,,,,,,,,,,,,,,,,,,,
2326989,国際協同組合同盟,139507,35342,False,0,,,,,,,,,,,,,,,,,,,,,
2330254,欧州連合衛星センター,33171,8640,False,1,,,,,,,,,,,,,,,,,,,,,
2330424,世界脳神経外科学会連盟,38731,11233,False,0,,,,,,,,,,,,,,,,,,,,,
2352788,神聖同盟 (1684年),27505,7399,False,0,,,,,,,,,,,,,,,,,,,,,
2354078,マクタブ・アル＝ヒダマト,28608,8607,False,0,,,,,,,,,,,,,,,,,,,,,
2357144,G4諸国,28832,9059,False,0,26,0,0,0,0,3,17,1,0,0,0,0,0,0,0,0,3,1,0,1,0
2361219,原子放射線の影響に関する国連科学委員会,61003,14785,False,1,38,1,1,0,0,17,0,0,0,0,0,2,1,4,2,1,4,2,0,3,0
2362250,国際裁判所,66289,14109,False,0,,,,,,,,,,,,,,,,,,,,,
2362420,フランス連合,45030,8833,False,0,7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1
2362475,国際薬剤師・薬学連合,24215,6622,False,0,,,,,,,,,,,,,,,,,,,,,
2362903,世界新聞協会,32546,11561,False,0,,,,,,,,,,,,,,,,,,,,,
2363037,国際新聞編集者協会,41412,11978,False,1,,,,,,,,,,,,,,,,,,,,,
2371604,国際法委員会,69892,21795,False,1,,,,,,,,,,,,,,,,,,,,,
2374132,国際連合国際商取引法委員会,64265,17694,False,1,,,,,,,,,,,,,,,,,,,,,
2374531,国際インディアン条約会議,28001,8693,False,0,,,,,,,,,,,,,,,,,,,,,
2377429,国際自由労働組合総連盟,27539,8842,False,0,,,,,,,,,,,,,,,,,,,,,
2382363,国際救急医学連盟,27542,7850,False,0,,,,,,,,,,,,,,,,,,,,,
2389828,国際近代五種連合,34602,7822,False,1,,,,,,,,,,,,,,,,,,,,,
2408814,政府間開発機構,25965,7135,False,0,20,0,0,0,0,2,8,1,0,0,0,2,1,0,0,1,1,1,0,2,1
2410383,ノーニュークス・アジア・フォーラム,68480,15152,False,0,,,,,,,,,,,,,,,,,,,,,
2414041,中部アフリカ経済通貨共同体,29274,8018,False,0,,,,,,,,,,,,,,,,,,,,,
2414224,リビア連絡調整グループ,101209,18514,False,0,17,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,6,1,0,2,1
2436818,国際連合南スーダン派遣団,51334,14162,False,1,,,,,,,,,,,,,,,,,,,,,
2443422,ユーラシア連合,96798,22866,False,0,,,,,,,,,,,,,,,,,,,,,
2445532,世界がん研究基金,22386,6572,False,0,,,,,,,,,,,,,,,,,,,,,
2447915,国際難民機関,44495,10876,False,0,20,0,2,1,0,7,0,0,0,1,2,1,0,1,0,0,0,1,2,1,1
2450016,国際バンディ連盟,43777,9415,False,0,,,,,,,,,,,,,,,,,,,,,
2460026,国際K-1連盟,28476,8814,False,0,,,,,,,,,,,,,,,,,,,,,
2465181,黒海経済協力機構,68859,16463,False,1,,,,,,,,,,,,,,,,,,,,,
2472926,先住民作業部会,23528,6901,False,0,,,,,,,,,,,,,,,,,,,,,
2476925,ラテンアメリカ・カリブ諸国共同体,64434,14224,False,0,,,,,,,,,,,,,,,,,,,,,
2488406,国際学生連盟,32500,8735,False,0,,,,,,,,,,,,,,,,,,,,,
2505191,北極評議会,34516,9407,False,0,36,0,0,0,0,4,13,2,6,2,0,1,3,0,1,1,0,1,0,1,1
2511957,地域特別気象中枢,108243,26705,False,0,,,,,,,,,,,,,,,,,,,,,
2512223,国際医学生連盟,32315,11151,False,0,,,,,,,,,,,,,,,,,,,,,
2512678,世界空域予報中枢,41133,9602,False,0,,,,,,,,,,,,,,,,,,,,,
2512685,世界気象中枢,39218,8904,False,0,,,,,,,,,,,,,,,,,,,,,
2525893,経済的、社会的及び文化的権利委員会,122380,40412,False,1,,,,,,,,,,,,,,,,,,,,,
2549186,ジェロントロジー・リサーチ・グループ,58574,16254,False,0,,,,,,,,,,,,,,,,,,,,,
2553084,国際合気道連盟,23678,6366,False,0,,,,,,,,,,,,,,,,,,,,,
2569155,金融安定理事会,44898,9689,False,0,93,1,1,2,0,2,0,0,79,0,0,1,2,0,0,1,1,2,0,0,1
2571614,国際博物館会議,35137,11392,False,0,,,,,,,,,,,,,,,,,,,,,
2573060,日中経営者フォーラム,45660,15409,False,0,,,,,,,,,,,,,,,,,,,,,
2575486,欧州食品安全機関,27628,7828,False,1,17,0,0,0,0,5,0,0,0,0,0,2,0,2,2,2,1,2,0,0,1
2579351,北アメリカサッカー連合,116198,13397,False,0,,,,,,,,,,,,,,,,,,,,,
2579357,カリブ海サッカー連合,129505,15180,False,0,,,,,,,,,,,,,,,,,,,,,
2580575,国際ピアノ製造技師調律師協会,34778,9721,False,0,,,,,,,,,,,,,,,,,,,,,
2582412,国際人権連盟,47502,12378,False,1,,,,,,,,,,,,,,,,,,,,,
2584585,アジア福音同盟,43690,9053,False,0,,,,,,,,,,,,,,,,,,,,,
2586948,ヨーロピアン・スポーツ・メディア,108974,19705,False,0,,,,,,,,,,,,,,,,,,,,,
2590747,国際造園家連盟,27105,11122,False,0,,,,,,,,,,,,,,,,,,,,,
2594888,欧州宇宙運用センター,38868,9839,False,1,,,,,,,,,,,,,,,,,,,,,
2595828,欧州水泳連盟,46179,11349,False,0,,,,,,,,,,,,,,,,,,,,,
2600013,北アフリカサッカー連合,151260,15916,False,1,,,,,,,,,,,,,,,,,,,,,
2600032,西アフリカサッカー連合,155836,16411,False,1,,,,,,,,,,,,,,,,,,,,,
2600039,南部アフリカサッカー協会評議会,152393,16027,False,1,,,,,,,,,,,,,,,,,,,,,
2600151,東部・中部アフリカサッカー協会評議会,147321,15045,False,1,,,,,,,,,,,,,,,,,,,,,
2610541,国際コーフボール連盟,24829,6613,False,0,,,,,,,,,,,,,,,,,,,,,
2610543,国際サーフィン連盟,22578,6110,False,0,,,,,,,,,,,,,,,,,,,,,
2616231,台風委員会,31313,7703,False,0,,,,,,,,,,,,,,,,,,,,,
2619456,国際赤色救援会,33773,9717,False,0,,,,,,,,,,,,,,,,,,,,,
2619892,世界民主青年連盟,44348,13118,False,1,,,,,,,,,,,,,,,,,,,,,
2621964,世界新教育連盟,37179,14002,False,0,,,,,,,,,,,,,,,,,,,,,
2626111,欧州職業訓練開発センター,83068,17114,False,1,29,1,0,0,0,7,0,0,0,0,0,3,0,1,3,3,7,1,0,2,1
2626113,欧州薬物・薬物依存監視センター,30388,9512,False,1,,,,,,,,,,,,,,,,,,,,,
2631739,労働社会主義インターナショナル,101654,19055,False,1,,,,,,,,,,,,,,,,,,,,,
2635151,アジア学術会議,41343,13911,False,0,28,0,1,3,0,4,1,1,2,0,0,2,0,0,0,1,6,2,0,5,0
2638872,欧州連合軍事参謀部,38978,11862,False,1,,,,,,,,,,,,,,,,,,,,,
2643316,欧州警察大学校,24957,8099,False,1,29,2,2,4,0,5,0,0,0,0,0,3,0,4,3,2,1,1,0,1,1
2643317,欧州医薬品庁,24528,7358,False,1,,,,,,,,,,,,,,,,,,,,,
